name,batch_id,open,close,volume,item_url
M4A4 | Neo-Noir (Factory New),2025-08-17 00:47:35,105.0,101.5,14,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Operation Riptide Case,2025-08-17 00:47:35,19.71,19.59,155,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
M4A1-S | Decimator (Factory New),2025-08-17 00:47:35,94.85,92.72,12,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-08-17 00:47:35,2.15,2.1,225,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Dreams & Nightmares Case,2025-08-17 00:47:35,2.12,2.07,87166,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Desert Eagle | Mecha Industries (Factory New),2025-08-17 00:47:35,23.88,23.3,64,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Glove Case,2025-08-17 00:47:35,17.05,17.03,2810,https://steamcommunity.com/market/listings/730/Glove%20Case
Sticker | Hypnoteyes (Holo),2025-08-17 00:47:35,1.04,1.05,330,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-17 00:47:35,77.98,76.56,8,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Operation Broken Fang Case,2025-08-17 00:47:35,12.88,12.87,430,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
AK-47 | Asiimov (Factory New),2025-08-17 00:47:35,387.98,351.22,4,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-17 00:47:35,78.79,82.01,4,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-17 00:47:35,1.87,1.88,121,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Desert Eagle | Printstream (Factory New),2025-08-17 00:47:35,116.19,122.25,15,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-17 00:47:35,45.94,43.77,11,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-08-17 00:47:35,233.0,215.21,1,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-18 02:50:21,432.33,411.43,11,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-18 02:50:21,46.35,46.2,15,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-18 02:50:21,81.22,77.24,10,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-18 02:50:21,1.87,1.81,299,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Operation Broken Fang Case,2025-08-18 02:50:21,12.56,12.5,463,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-18 02:50:21,81.36,78.35,10,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Operation Wildfire Case,2025-08-18 02:50:21,4.6,4.66,1082,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Sticker | Bolt Energy (Foil),2025-08-18 02:50:21,2.37,2.38,149,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
M4A4 | Neo-Noir (Factory New),2025-08-18 02:50:21,105.01,103.3,6,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-08-18 02:50:21,387.98,343.4,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-08-18 02:50:21,233.7,207.99,3,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Dreams & Nightmares Case,2025-08-18 02:50:21,2.14,2.12,77777,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Desert Eagle | Printstream (Factory New),2025-08-18 02:50:21,116.84,114.88,22,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-08-18 02:50:21,23.99,23.77,41,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-18 02:50:21,2.11,2.11,164,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A1-S | Decimator (Factory New),2025-08-18 02:50:21,95.96,94.16,18,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-08-18 02:50:21,4.95,4.96,440,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Sticker | Hypnoteyes (Holo),2025-08-18 02:50:21,1.01,1.02,383,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Glove Case,2025-08-18 02:50:21,16.88,16.91,1865,https://steamcommunity.com/market/listings/730/Glove%20Case
Operation Riptide Case,2025-08-18 02:50:21,19.06,19.23,105,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-19 00:45:30,2.1,2.01,161,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Sticker | Hypnoteyes (Holo),2025-08-19 00:45:30,0.99,1.0,307,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-19 00:45:30,81.36,74.86,5,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-19 00:45:30,47.45,46.55,21,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-08-19 00:45:30,2.22,2.21,126,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
M4A4 | Neo-Noir (Factory New),2025-08-19 00:45:30,108.99,108.99,21,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-08-19 00:45:30,115.51,113.03,15,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-19 00:45:30,83.83,82.0,11,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-19 00:45:30,1.95,1.93,268,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Operation Riptide Case,2025-08-19 00:45:30,19.25,18.14,178,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Glove Case,2025-08-19 00:45:30,17.03,16.98,2383,https://steamcommunity.com/market/listings/730/Glove%20Case
Dreams & Nightmares Case,2025-08-19 00:45:30,2.07,2.07,69361,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A1-S | Decimator (Factory New),2025-08-19 00:45:30,93.21,83.27,7,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Operation Broken Fang Case,2025-08-19 00:45:30,12.84,12.96,357,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
AWP | Hyper Beast (Factory New),2025-08-19 00:45:30,233.7,220.83,8,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-19 00:45:30,432.33,420.01,6,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-08-19 00:45:30,23.64,23.05,31,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Operation Wildfire Case,2025-08-19 00:45:30,5.11,5.01,832,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Sticker | Taste Buddy (Holo),2025-08-19 00:45:30,4.9,4.92,400,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
AK-47 | Asiimov (Factory New),2025-08-19 00:45:30,400.0,388.0,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-08-20 01:34:56,126.21,127.5,19,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-08-20 01:34:56,1.01,1.0,715,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Glove Case,2025-08-20 01:34:56,17.25,17.2,2229,https://steamcommunity.com/market/listings/730/Glove%20Case
Dreams & Nightmares Case,2025-08-20 01:34:56,2.1,2.05,63010,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-20 01:34:56,1.99,1.91,180,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Operation Broken Fang Case,2025-08-20 01:34:56,12.89,13.05,503,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-20 01:34:56,93.4,93.87,28,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
Operation Riptide Case,2025-08-20 01:34:56,19.4,19.38,119,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Desert Eagle | Mecha Industries (Factory New),2025-08-20 01:34:56,24.7,24.19,62,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-08-20 01:34:56,2.08,2.08,75,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
M4A4 | Desolate Space (Factory New),2025-08-20 01:34:56,100.66,92.2,25,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-08-20 01:34:56,116.77,116.37,30,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-08-20 01:34:56,4.78,4.73,374,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Operation Wildfire Case,2025-08-20 01:34:56,4.95,4.8,875,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
M4A1-S | Decimator (Factory New),2025-08-20 01:34:56,94.5,91.5,8,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-20 01:34:56,438.78,409.49,2,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-20 01:34:56,57.27,47.32,43,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-08-20 01:34:56,233.45,233.0,7,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-20 01:34:56,2.02,2.01,211,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
AK-47 | Asiimov (Factory New),2025-08-20 01:34:56,400.0,388.0,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-08-21 01:26:15,27.99,26.4,64,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-21 01:26:15,99.05,94.48,11,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Operation Wildfire Case,2025-08-21 01:26:15,4.6,4.69,1182,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Dreams & Nightmares Case,2025-08-21 01:26:15,1.95,1.95,94329,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Sticker | Taste Buddy (Holo),2025-08-21 01:26:15,4.66,4.66,344,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-21 01:26:15,91.0,87.54,6,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-21 01:26:15,459.61,402.56,8,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-08-21 01:26:15,319.37,313.88,15,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-08-21 01:26:15,124.62,123.24,19,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-08-21 01:26:15,400.0,343.52,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-08-21 01:26:15,102.67,98.01,20,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Operation Riptide Case,2025-08-21 01:26:15,18.9,17.54,93,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
M4A1-S | Leaded Glass (Factory New),2025-08-21 01:26:15,57.19,55.95,17,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-08-21 01:26:15,122.83,119.25,14,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-21 01:26:15,1.96,1.97,140,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Sticker | Bolt Energy (Foil),2025-08-21 01:26:15,1.96,1.95,82,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-21 01:26:15,1.88,1.8,133,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Sticker | Hypnoteyes (Holo),2025-08-21 01:26:15,0.98,0.98,501,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Glove Case,2025-08-21 01:26:15,17.16,17.14,2727,https://steamcommunity.com/market/listings/730/Glove%20Case
Operation Broken Fang Case,2025-08-21 01:26:15,12.55,12.89,354,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-22 02:12:56,1.8,1.77,144,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-22 02:12:56,1.7,1.71,203,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Sticker | Taste Buddy (Holo),2025-08-22 02:12:56,4.66,4.65,486,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
M4A4 | Desolate Space (Factory New),2025-08-22 02:12:56,92.77,91.54,4,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-22 02:12:56,93.29,91.0,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-08-22 02:12:56,152.19,134.59,21,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
M4A1-S | Decimator (Factory New),2025-08-22 02:12:56,104.94,115.0,12,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-22 02:12:56,61.01,56.0,34,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
Operation Riptide Case,2025-08-22 02:12:56,18.82,18.77,123,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Glove Case,2025-08-22 02:12:56,16.73,16.62,2183,https://steamcommunity.com/market/listings/730/Glove%20Case
Operation Wildfire Case,2025-08-22 02:12:56,5.13,5.06,1251,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Desert Eagle | Printstream (Factory New),2025-08-22 02:12:56,118.51,118.74,16,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-08-22 02:12:56,0.97,0.97,305,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Desert Eagle | Mecha Industries (Factory New),2025-08-22 02:12:56,27.31,26.34,42,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Operation Broken Fang Case,2025-08-22 02:12:56,12.83,12.71,525,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | Bolt Energy (Foil),2025-08-22 02:12:56,2.14,2.08,288,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Dreams & Nightmares Case,2025-08-22 02:12:56,1.98,1.96,103720,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
AWP | Hyper Beast (Factory New),2025-08-22 02:12:56,314.06,307.48,3,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-22 02:12:56,459.61,402.56,8,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
AK-47 | Asiimov (Factory New),2025-08-22 02:12:56,400.0,343.52,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Operation Riptide Case,2025-08-23 01:39:53,18.64,18.67,154,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Desert Eagle | Printstream (Factory New),2025-08-23 01:39:53,118.25,115.03,26,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-08-23 01:39:53,2.11,2.1,209,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Operation Broken Fang Case,2025-08-23 01:39:53,13.0,13.01,393,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | Hypnoteyes (Holo),2025-08-23 01:39:53,0.94,0.92,260,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Operation Wildfire Case,2025-08-23 01:39:53,4.98,4.98,1103,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
Glove Case,2025-08-23 01:39:53,16.5,16.49,2199,https://steamcommunity.com/market/listings/730/Glove%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-23 01:39:53,1.87,1.77,169,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A4 | Neo-Noir (Factory New),2025-08-23 01:39:53,142.0,132.83,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Taste Buddy (Holo),2025-08-23 01:39:53,4.65,4.65,423,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
M4A1-S | Decimator (Factory New),2025-08-23 01:39:53,108.24,103.5,9,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
AWP | Hyper Beast (Factory New),2025-08-23 01:39:53,291.06,292.69,5,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-23 01:39:53,94.79,93.0,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
Dreams & Nightmares Case,2025-08-23 01:39:53,1.99,1.98,89763,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
M4A1-S | Leaded Glass (Factory New),2025-08-23 01:39:53,81.83,65.47,31,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-23 01:39:53,93.16,93.16,9,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-23 01:39:53,442.42,421.15,9,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Desert Eagle | Mecha Industries (Factory New),2025-08-23 01:39:53,27.39,27.2,48,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-23 01:39:53,1.86,1.7,118,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
AK-47 | Asiimov (Factory New),2025-08-23 01:39:53,400.0,343.52,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Operation Riptide Case,2025-08-25 00:31:19,18.81,18.81,134,https://steamcommunity.com/market/listings/730/Operation%20Riptide%20Case
Sticker | Taste Buddy (Holo),2025-08-25 00:31:19,4.57,4.46,228,https://steamcommunity.com/market/listings/730/Sticker%20|%20Taste%20Buddy%20(Holo)
Dreams & Nightmares Case,2025-08-25 00:31:19,2.03,2.01,83460,https://steamcommunity.com/market/listings/730/Dreams%20&%20Nightmares%20Case
Operation Broken Fang Case,2025-08-25 00:31:19,13.11,13.11,418,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-25 00:31:19,87.05,80.67,9,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
M4A4 | Neo-Noir (Factory New),2025-08-25 00:31:19,136.13,140.48,8,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-25 00:31:19,1.69,1.63,166,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
M4A1-S | Decimator (Factory New),2025-08-25 00:31:19,102.15,102.0,12,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Decimator%20(Factory%20New)
Sticker | Bolt Energy (Foil),2025-08-25 00:31:19,1.98,1.99,142,https://steamcommunity.com/market/listings/730/Sticker%20|%20Bolt%20Energy%20(Foil)
Glove Case,2025-08-25 00:31:19,16.25,16.24,2478,https://steamcommunity.com/market/listings/730/Glove%20Case
Desert Eagle | Printstream (Factory New),2025-08-25 00:31:19,117.12,126.1,15,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-25 00:31:19,1.95,1.81,146,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
Desert Eagle | Mecha Industries (Factory New),2025-08-25 00:31:19,25.84,24.15,29,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Mecha%20Industries%20(Factory%20New)
M4A1-S | Leaded Glass (Factory New),2025-08-25 00:31:19,69.63,68.93,36,https://steamcommunity.com/market/listings/730/M4A1-S%20|%20Leaded%20Glass%20(Factory%20New)
M4A4 | Desolate Space (Factory New),2025-08-25 00:31:19,96.67,91.44,10,https://steamcommunity.com/market/listings/730/M4A4%20|%20Desolate%20Space%20(Factory%20New)
AK-47 | Bloodsport (Factory New),2025-08-25 00:31:19,430.57,455.84,4,https://steamcommunity.com/market/listings/730/AK-47%20|%20Bloodsport%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-08-25 00:31:19,0.96,0.96,241,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
AWP | Hyper Beast (Factory New),2025-08-25 00:31:19,297.98,295.97,2,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Operation Wildfire Case,2025-08-25 00:31:19,5.01,4.91,1319,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
AK-47 | Asiimov (Factory New),2025-08-25 00:31:19,400.0,343.52,1,https://steamcommunity.com/market/listings/730/AK-47%20|%20Asiimov%20(Factory%20New)
Desert Eagle | Printstream (Factory New),2025-08-25 23:15:08,113.7,116.62,17,https://steamcommunity.com/market/listings/730/Desert%20Eagle%20|%20Printstream%20(Factory%20New)
Sticker | Hypnoteyes (Holo),2025-08-25 23:15:08,1.03,1.01,310,https://steamcommunity.com/market/listings/730/Sticker%20|%20Hypnoteyes%20(Holo)
Sticker | Team Liquid (Holo) | Paris 2023,2025-08-25 23:15:08,1.58,1.6,196,https://steamcommunity.com/market/listings/730/Sticker%20|%20Team%20Liquid%20(Holo)%20|%20Paris%202023
Operation Wildfire Case,2025-08-25 23:15:08,5.11,4.88,1253,https://steamcommunity.com/market/listings/730/Operation%20Wildfire%20Case
AWP | Hyper Beast (Factory New),2025-08-25 23:15:08,296.99,286.25,5,https://steamcommunity.com/market/listings/730/AWP%20|%20Hyper%20Beast%20(Factory%20New)
Glove Case,2025-08-25 23:15:08,16.37,16.27,2447,https://steamcommunity.com/market/listings/730/Glove%20Case
Operation Broken Fang Case,2025-08-25 23:15:08,12.42,12.42,391,https://steamcommunity.com/market/listings/730/Operation%20Broken%20Fang%20Case
Sticker | FaZe Clan (Holo) | Paris 2023,2025-08-25 23:15:08,1.75,1.94,152,https://steamcommunity.com/market/listings/730/Sticker%20|%20FaZe%20Clan%20(Holo)%20|%20Paris%202023
M4A4 | Neo-Noir (Factory New),2025-08-25 23:15:08,134.64,127.67,7,https://steamcommunity.com/market/listings/730/M4A4%20|%20Neo-Noir%20(Factory%20New)
M4A4 | 龍王 (Dragon King) (Factory New),2025-08-25 23:15:08,90.0,83.56,6,https://steamcommunity.com/market/listings/730/M4A4%20|%20龍王%20(Dragon%20King)%20(Factory%20New)
